學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0006,國立中興大學,04121019,財務金融學系,D 日,B 學士,26,34,20,43,33,29,21,39,-,-,-,-,-,-,5,1,19 臺中市,1 一般
0006,國立中興大學,04131016,企業管理學系,D 日,D 博士,2,4,2,2,4,-,3,2,2,-,1,1,1,2,-,-,19 臺中市,1 一般
0006,國立中興大學,04131016,企業管理學系,D 日,M 碩士,10,18,7,21,-,1,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04131016,企業管理學系,D 日,B 學士,25,35,20,38,27,29,18,33,-,-,-,-,-,-,4,9,19 臺中市,1 一般
0006,國立中興大學,04131016,企業管理學系,P 進,B 學士,-,-,-,-,-,-,-,-,2,1,-,-,-,-,4,2,19 臺中市,1 一般
0006,國立中興大學,04131018,創新產業經營學士學位學程,P 進,B 學士,15,18,24,18,19,17,15,18,8,13,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04134011,國家政策與公共事務研究所,D 日,M 碩士,3,4,2,6,2,1,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04134011,國家政策與公共事務研究所,N 職,M 碩士,13,15,8,17,4,1,1,-,2,3,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04143020,行銷學系,D 日,M 碩士,2,20,6,19,1,2,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04143020,行銷學系,D 日,B 學士,20,26,10,40,17,28,20,28,-,-,-,-,-,-,2,2,19 臺中市,1 一般
0006,國立中興大學,04199021,科技管理研究所,D 日,D 博士,5,3,1,1,2,4,2,2,2,-,2,1,6,2,-,-,19 臺中市,1 一般
0006,國立中興大學,04199021,科技管理研究所科技管理碩士班,D 日,M 碩士,9,12,10,12,3,3,1,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04199021,科技管理研究所電子商務碩士班,D 日,M 碩士,4,12,5,8,1,4,1,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04199022,高階經理人碩士在職專班,N 職,M 碩士,70,52,59,54,3,2,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04211023,法律學系科技法律碩士班,D 日,M 碩士,10,12,7,11,3,14,5,6,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,04211023,法律學系,D 日,B 學士,17,21,16,29,18,26,15,23,-,-,-,-,-,-,7,2,19 臺中市,1 一般
0006,國立中興大學,04211023,法律學系,N 職,M 碩士,20,8,18,10,10,10,7,4,7,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05111026,生命科學系,D 日,D 博士,5,1,5,-,3,-,2,1,6,1,5,-,13,2,-,-,19 臺中市,1 一般
0006,國立中興大學,05111026,生命科學系,D 日,M 碩士,27,23,28,22,12,18,4,5,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05111026,生命科學系,D 日,B 學士,52,45,60,32,50,41,50,36,-,-,-,-,-,-,3,1,19 臺中市,1 一般
0006,國立中興大學,05111026,生命科學碩士在職專班,N 職,M 碩士,7,10,10,16,1,2,4,6,2,2,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05111029,昆蟲學系,D 日,D 博士,-,-,1,1,-,1,2,2,2,1,-,-,3,1,-,-,19 臺中市,1 一般
0006,國立中興大學,05111029,昆蟲學系,D 日,M 碩士,9,8,11,6,4,5,6,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05111029,昆蟲學系,D 日,B 學士,27,19,26,16,28,15,21,9,-,-,-,-,-,-,5,1,19 臺中市,1 一般
0006,國立中興大學,05121027,生物科技學研究所,D 日,D 博士,9,4,14,2,6,5,5,2,8,4,6,6,7,2,-,-,19 臺中市,1 一般
0006,國立中興大學,05121027,生物科技學研究所,D 日,M 碩士,14,15,11,10,7,3,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05121031,生物科技學士學位學程,D 日,B 學士,12,14,15,12,22,12,19,13,-,-,-,-,-,-,2,1,19 臺中市,1 一般
0006,國立中興大學,05121033,分子生物學研究所,D 日,D 博士,-,-,2,-,-,-,2,1,2,-,1,-,3,3,-,-,19 臺中市,1 一般
0006,國立中興大學,05121033,分子生物學研究所,D 日,M 碩士,9,5,7,9,10,3,-,2,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05121037,基因體暨生物資訊學研究所,D 日,M 碩士,7,4,6,4,1,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05123034,生物化學研究所,D 日,D 博士,3,-,-,-,-,-,-,-,1,1,1,-,1,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05123034,生物化學研究所,D 日,M 碩士,7,6,5,5,2,3,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05123035,生物醫學研究所,D 日,D 博士,3,-,1,2,2,2,4,2,5,1,-,-,1,1,-,-,19 臺中市,1 一般
0006,國立中興大學,05123035,生物醫學研究所,D 日,M 碩士,6,4,9,10,1,1,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05124038,微生物基因體學博士學位學程,D 日,D 博士,1,1,3,-,5,-,2,1,2,2,2,1,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05292082,水土保持學系,D 日,D 博士,3,-,3,1,4,1,5,1,5,1,2,-,2,5,-,-,19 臺中市,1 一般
0006,國立中興大學,05292082,水土保持學系,D 日,M 碩士,22,10,20,8,2,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05292082,水土保持學系,D 日,B 學士,39,14,41,16,39,22,36,19,-,-,-,-,-,-,10,1,19 臺中市,1 一般
0006,國立中興大學,05292082,水土保持學系,N 職,M 碩士,15,8,16,6,2,2,2,-,1,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05311039,化學系,D 日,D 博士,2,-,3,-,2,-,6,-,2,1,3,1,2,1,-,-,19 臺中市,1 一般
0006,國立中興大學,05311039,化學系,D 日,M 碩士,42,29,37,30,7,2,1,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05311039,化學系,D 日,B 學士,29,17,34,18,38,16,31,17,-,-,-,-,-,-,2,1,19 臺中市,1 一般
0006,國立中興大學,05331040,物理學系,D 日,D 博士,3,1,1,1,1,1,-,-,1,1,1,-,2,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05331040,物理學系,D 日,M 碩士,8,3,16,1,3,1,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05331040,物理學系生物物理學碩士班,D 日,M 碩士,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05331040,物理學系,D 日,B 學士,49,5,40,15,51,6,43,6,-,-,-,-,-,-,12,1,19 臺中市,1 一般
0006,國立中興大學,05331040,物理學系(奈米電子與光電能源)中科碩士在職專班,N 職,M 碩士,-,-,-,-,-,-,2,-,5,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05331058,奈米科學研究所,D 日,M 碩士,10,6,10,4,3,-,2,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05411041,應用數學系,D 日,D 博士,-,2,4,1,-,-,2,-,-,-,-,-,5,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05411041,應用數學系,D 日,M 碩士,3,6,2,4,2,2,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05411041,應用數學系計算科學碩士班,D 日,M 碩士,12,2,4,3,3,-,7,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05411041,應用數學系,D 日,B 學士,64,17,64,14,61,20,56,18,-,-,-,-,-,-,21,2,19 臺中市,1 一般
0006,國立中興大學,05411041,應用數學系,N 職,M 碩士,8,9,11,4,2,1,4,3,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05411041,應用數學系中等學校教師在職進修數學教學碩士學位班,N 職,M 碩士,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,05421042,統計學研究所,D 日,M 碩士,14,2,12,7,1,-,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,06131043,資訊管理學系,D 日,M 碩士,25,10,20,13,8,2,2,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,06131043,資訊管理學系,D 日,B 學士,19,15,24,12,23,12,28,5,-,-,-,-,-,-,7,4,19 臺中市,1 一般
0006,國立中興大學,06131043,資訊管理學系,N 職,M 碩士,15,7,13,7,4,1,3,-,3,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,06131048,資訊科學與工程學系,D 日,D 博士,7,-,5,-,5,1,1,2,4,-,3,1,7,1,-,-,19 臺中市,1 一般
0006,國立中興大學,06131048,資訊科學與工程學系,D 日,M 碩士,51,10,43,9,11,1,7,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,06131048,資訊科學與工程學系,D 日,B 學士,31,7,33,13,35,10,38,11,-,-,-,-,-,-,7,-,19 臺中市,1 一般
0006,國立中興大學,06131048,資訊科學與工程學系,N 職,M 碩士,23,3,20,5,13,4,12,2,7,2,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,06131048,資訊科學與工程學系中科碩士在職專班,N 職,M 碩士,-,-,1,-,-,-,1,-,4,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07111055,化學工程學系,D 日,D 博士,1,-,1,-,1,1,3,-,-,-,2,-,3,1,-,-,19 臺中市,1 一般
0006,國立中興大學,07111055,化學工程學系,D 日,M 碩士,31,25,31,17,2,3,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07111055,化學工程學系,D 日,B 學士,32,14,29,14,32,18,34,17,-,-,-,-,-,-,3,3,19 臺中市,1 一般
0006,國立中興大學,07111055,化學工程學系,N 職,M 碩士,10,5,14,2,7,4,3,2,3,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07111055,化學工程學系中科碩士在職專班,N 職,M 碩士,-,-,-,-,-,-,3,-,6,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07112057,材料科學與工程學系,D 日,D 博士,7,1,6,1,1,1,3,2,5,-,4,-,15,3,-,-,19 臺中市,1 一般
0006,國立中興大學,07112057,材料科學與工程學系,D 日,M 碩士,38,11,37,11,7,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07112057,材料科學與工程學系,D 日,B 學士,32,12,34,13,35,17,36,10,-,-,-,-,-,-,4,1,19 臺中市,1 一般
0006,國立中興大學,07112057,材料科學與工程學系,N 職,M 碩士,25,4,20,4,15,6,12,2,13,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07121059,環境工程學系,D 日,D 博士,1,3,3,1,2,-,2,2,2,1,1,-,5,3,-,-,19 臺中市,1 一般
0006,國立中興大學,07121059,環境工程學系,D 日,M 碩士,21,21,28,13,1,-,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07121059,環境工程學系,D 日,B 學士,37,11,33,17,33,19,30,17,-,-,-,-,-,-,4,-,19 臺中市,1 一般
0006,國立中興大學,07121059,環境工程學系,N 職,M 碩士,27,2,22,8,8,1,8,1,3,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141045,電機工程學系,D 日,D 博士,4,-,4,1,11,-,4,1,9,-,6,3,7,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141045,電機工程學系,D 日,M 碩士,65,5,60,7,24,2,2,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141045,電機工程學系,D 日,B 學士,76,6,81,9,73,14,79,11,-,-,-,-,-,-,13,-,19 臺中市,1 一般
0006,國立中興大學,07141045,電機工程學系,N 職,M 碩士,27,1,24,1,22,2,9,-,12,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141046,光電工程研究所,D 日,M 碩士,11,3,13,-,2,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141046,光電工程研究所中科碩士在職專班,N 職,M 碩士,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141049,通訊工程研究所,D 日,M 碩士,13,2,12,-,1,-,2,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141C02,光電半導體技術產業碩士專班,D 日,M 碩士,2,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07141C23,電機控制產業碩士專班,D 日,M 碩士,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151050,機械工程學系,D 日,D 博士,2,-,3,-,-,-,3,-,2,-,2,-,-,1,-,-,19 臺中市,1 一般
0006,國立中興大學,07151050,機械工程學系,D 日,M 碩士,61,11,60,7,26,2,4,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151050,機械工程學系,D 日,B 學士,80,13,93,6,85,10,80,9,-,-,-,-,-,-,21,1,19 臺中市,1 一般
0006,國立中興大學,07151050,機械工程學系,N 職,M 碩士,20,5,20,4,24,-,14,-,10,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151051,精密工程研究所,D 日,D 博士,2,-,2,-,3,1,3,-,-,-,2,-,1,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151051,精密工程研究所,D 日,M 碩士,24,2,17,4,4,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151051,精密工程研究所,N 職,M 碩士,5,-,9,-,1,1,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151051,精密工程研究所中科碩士在職專班,N 職,M 碩士,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151052,生物產業機電工程學系,D 日,D 博士,2,1,3,-,2,-,1,-,3,-,-,1,5,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151052,生物產業機電工程學系,D 日,M 碩士,16,4,19,2,3,-,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07151052,生物產業機電工程學系,D 日,B 學士,42,15,46,6,47,5,40,7,-,-,-,-,-,-,8,-,19 臺中市,1 一般
0006,國立中興大學,07193060,生醫工程研究所,D 日,M 碩士,8,7,3,7,-,-,1,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07211081,食品暨應用生物科技學系,D 日,D 博士,3,2,2,-,1,-,4,2,-,2,3,3,8,3,-,-,19 臺中市,1 一般
0006,國立中興大學,07211081,食品暨應用生物科技學系,D 日,M 碩士,19,26,14,24,1,7,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07211081,食品暨應用生物科技學系,D 日,B 學士,18,27,17,33,14,32,13,40,-,-,-,-,-,-,-,3,19 臺中市,1 一般
0006,國立中興大學,07211081,食品暨應用生物科技學系,N 職,M 碩士,5,14,6,9,3,3,3,6,2,6,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07211098,食品安全研究所,D 日,M 碩士,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07312061,景觀與遊憩碩士學位學程,D 日,M 碩士,1,2,3,2,-,2,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07312061,景觀與遊憩學士學位學程,D 日,B 學士,6,14,5,12,5,14,12,9,-,-,-,-,-,-,4,2,19 臺中市,1 一般
0006,國立中興大學,07321054,土木工程學系,D 日,D 博士,4,2,4,1,5,1,6,-,6,1,7,-,11,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07321054,土木工程學系,D 日,M 碩士,38,8,39,14,4,2,1,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,07321054,土木工程學系,D 日,B 學士,83,16,78,17,80,16,81,16,-,-,-,-,-,-,19,4,19 臺中市,1 一般
0006,國立中興大學,07321054,土木工程學系,N 職,M 碩士,21,9,20,4,5,-,-,1,2,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08111063,農藝學系,D 日,D 博士,2,1,-,2,1,1,1,-,-,1,1,-,3,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08111063,農藝學系,D 日,M 碩士,17,6,12,8,6,8,-,3,1,2,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08111063,農藝學系,D 日,B 學士,25,30,30,20,30,24,26,25,-,-,-,-,-,-,6,5,19 臺中市,1 一般
0006,國立中興大學,08111064,國際農學碩士學位學程,D 日,M 碩士,10,2,5,5,1,1,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08112066,動物科學系,D 日,D 博士,1,3,1,1,-,3,1,1,2,1,4,-,1,3,-,-,19 臺中市,1 一般
0006,國立中興大學,08112066,動物科學系,D 日,M 碩士,10,13,15,12,5,3,3,2,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08112066,動物科學系,D 日,B 學士,23,24,20,27,22,35,19,26,-,-,-,-,-,-,4,1,19 臺中市,1 一般
0006,國立中興大學,08121067,園藝學系,D 日,D 博士,3,2,2,4,5,2,2,2,2,2,1,1,1,1,-,-,19 臺中市,1 一般
0006,國立中興大學,08121067,園藝學系,D 日,M 碩士,22,11,15,15,6,7,1,1,1,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08121067,園藝學系,D 日,B 學士,17,27,24,22,23,19,16,29,-,-,-,-,-,-,2,2,19 臺中市,1 一般
0006,國立中興大學,08191083,土壤環境科學系,D 日,D 博士,1,2,-,2,1,-,1,-,1,1,1,2,1,1,-,-,19 臺中市,1 一般
0006,國立中興大學,08191083,土壤環境科學系,D 日,M 碩士,9,7,4,3,5,1,4,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08191083,土壤環境科學系,D 日,B 學士,23,26,33,19,32,23,36,20,-,-,-,-,-,-,6,4,19 臺中市,1 一般
0006,國立中興大學,08193076,生物產業管理研究所,D 日,M 碩士,3,7,7,6,1,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08193076,生物產業管理進修學士學位學程,P 進,B 學士,25,21,25,17,23,25,20,19,15,13,-,-,-,-,3,-,19 臺中市,1 一般
0006,國立中興大學,08193077,農業企業經營管理碩士在職專班,N 職,M 碩士,11,8,9,6,9,-,1,2,3,2,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08193078,國際農企業學士學位學程,D 日,B 學士,10,15,5,14,11,16,4,16,-,-,-,-,-,-,-,3,19 臺中市,1 一般
0006,國立中興大學,08193079,農業經濟與行銷碩士學位學程,D 日,M 碩士,-,7,3,5,3,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08194068,植物病理學系,D 日,D 博士,2,1,3,-,2,3,3,-,1,1,-,-,1,3,-,-,19 臺中市,1 一般
0006,國立中興大學,08194068,植物病理學系,D 日,M 碩士,6,9,7,7,6,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08194068,植物病理學系,D 日,B 學士,23,28,30,23,27,22,28,24,-,-,-,-,-,-,3,4,19 臺中市,1 一般
0006,國立中興大學,08194069,植物醫學暨安全農業碩士學位學程,D 日,M 碩士,5,3,6,4,1,4,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08211086,森林學系,D 日,D 博士,3,2,4,1,2,1,3,1,3,1,1,-,3,2,-,-,19 臺中市,1 一般
0006,國立中興大學,08211086,森林學系,D 日,M 碩士,11,12,14,10,3,3,2,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08211086,森林學系,D 日,B 學士,34,34,34,24,36,36,30,32,-,-,-,-,-,-,4,5,19 臺中市,1 一般
0006,國立中興大學,08411087,獸醫學系,D 日,D 博士,3,4,6,1,-,-,3,1,1,2,4,2,5,1,-,-,19 臺中市,1 一般
0006,國立中興大學,08411087,獸醫學系,D 日,M 碩士,14,19,18,17,2,3,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08411087,獸醫學系,D 日,B 學士,36,43,44,43,36,47,21,46,40,32,-,-,-,-,9,1,19 臺中市,1 一般
0006,國立中興大學,08411089,獸醫病理生物學研究所,D 日,D 博士,1,1,2,1,1,-,2,-,-,1,1,-,1,1,-,-,19 臺中市,1 一般
0006,國立中興大學,08411089,獸醫病理生物學研究所,D 日,M 碩士,4,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,08411092,微生物暨公共衛生學研究所,D 日,D 博士,-,-,-,1,-,1,-,-,-,-,-,-,4,2,-,-,19 臺中市,1 一般
0006,國立中興大學,08411092,微生物暨公共衛生學研究所,D 日,M 碩士,1,5,7,9,1,1,-,-,-,1,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,09121093,轉譯醫學博士學位學程,D 日,D 博士,2,1,2,-,3,-,-,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,09141094,醫學生物科技博士學位學程,D 日,D 博士,1,1,2,-,2,-,2,-,1,-,-,-,-,-,-,-,19 臺中市,1 一般
0006,國立中興大學,09199096,組織工程與再生醫學博士學位學程,D 日,D 博士,3,-,-,-,3,2,4,3,-,-,2,1,1,-,-,-,19 臺中市,1 一般
0006,國立中興大學,10152097,運動與健康管理研究所,D 日,M 碩士,3,3,8,8,2,3,3,1,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0007,國立交通大學,01111001,教育研究所,D 日,D 博士,3,1,-,1,1,2,2,-,-,3,1,3,-,3,-,-,18 新竹市,1 一般
0007,國立交通大學,01111001,教育研究所,D 日,M 碩士,9,12,9,16,5,18,7,7,-,1,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,01131002,英語教學研究所,D 日,M 碩士,1,10,-,5,1,6,3,12,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02122004,應用藝術研究所,D 日,D 博士,-,3,1,1,-,5,1,3,3,4,-,1,1,5,-,-,18 新竹市,1 一般
0007,國立交通大學,02122004,應用藝術研究所,D 日,M 碩士,11,15,4,14,7,13,12,10,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02151003,音樂研究所,D 日,M 碩士,4,21,5,12,-,15,3,8,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02299008,人文社會學系族群與文化碩士班,D 日,M 碩士,-,8,4,4,3,3,4,9,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02299008,人文社會學系,D 日,B 學士,11,41,17,33,12,30,8,38,-,-,-,-,-,-,9,4,18 新竹市,1 一般
0007,國立交通大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,4,3,2,2,1,3,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02299010,社會與文化研究所,D 日,D 博士,4,3,3,4,3,4,3,5,2,-,4,1,6,1,-,-,18 新竹市,1 一般
0007,國立交通大學,02299010,社會與文化研究所,D 日,M 碩士,2,8,7,3,3,5,3,6,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02311005,外國語文學系外國文學與語言學碩士班,D 日,M 碩士,4,10,3,6,5,5,3,8,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,02311005,外國語文學系,D 日,B 學士,6,38,8,43,12,39,8,41,-,-,-,-,-,-,6,8,18 新竹市,1 一般
0007,國立交通大學,03143013,客家社會與文化碩士在職專班,N 職,M 碩士,9,11,5,13,1,14,6,4,2,1,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,03211014,傳播研究所,D 日,M 碩士,4,12,3,12,7,22,3,11,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,03211015,傳播與科技學系,D 日,M 碩士,1,16,2,11,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,03211015,傳播與科技學系,D 日,B 學士,8,29,9,30,8,32,9,27,-,-,-,-,-,-,4,5,18 新竹市,1 一般
0007,國立交通大學,04121020,資訊管理與財務金融學系財務金融博士班,D 日,D 博士,6,2,2,2,4,1,3,1,1,-,1,-,1,1,-,-,18 新竹市,1 一般
0007,國立交通大學,04121020,資訊管理與財務金融學系資訊管理博士班,D 日,D 博士,2,1,5,-,4,1,3,4,1,4,2,2,2,2,-,-,18 新竹市,1 一般
0007,國立交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,D 日,M 碩士,33,18,32,10,3,2,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0007,國立交通大學,04121020,資訊管理與財務金融學系資訊管理碩士班,D 日,M 碩士,18,20,20,14,2,4,1,1,-,-,-,-,-,-,-,-,18 新竹市,1 一般
